"age","id","Language","vowel","step","accuracy","RT","target","response"
35.5,"68Italian","Italian","[ʉ]",2,0,653.1,"different","same"
35.5,"68Italian","Italian","[y]",8,1,788.3,"different","different"
35.5,"68Italian","Italian","[u]",0,0,876,"same","same"
35.5,"68Italian","Italian","[y]",0,1,304.3,"same","different"
35.5,"68Italian","Italian","[y]",2,0,859.4,"different","same"
35.5,"68Italian","Italian","[u]",6,1,694.3,"different","different"
35.5,"68Italian","Italian","[y]",1,1,763,"different","different"
35.5,"68Italian","Italian","[ʉ]",6,1,818.1,"different","different"
35.5,"68Italian","Italian","[y]",7,1,635,"different","different"
35.5,"68Italian","Italian","[ʉ]",4,1,759,"different","different"
35.5,"68Italian","Italian","[u]",4,1,586.3,"different","different"
35.5,"68Italian","Italian","[i]",0,1,635.4,"same","same"
35.5,"68Italian","Italian","[u]",0,0,631.9,"same","same"
35.5,"68Italian","Italian","[y]",5,0,675.2,"different","same"
35.5,"68Italian","Italian","[ʉ]",0,1,550.2,"same","same"
35.5,"68Italian","Italian","[ʉ]",0,1,690.8,"same","same"
35.5,"68Italian","Italian","[ʉ]",3,1,574.2,"different","different"
35.5,"68Italian","Italian","[ʉ]",1,0,499.9,"different","same"
35.5,"68Italian","Italian","[u]",1,1,630.2,"different","different"
35.5,"68Italian","Italian","[u]",2,0,661.5,"different","different"
35.5,"68Italian","Italian","[y]",6,1,908.7,"different","different"
35.5,"68Italian","Italian","[y]",3,1,754.6,"different","different"
35.5,"68Italian","Italian","[i]",0,1,743.8,"same","same"
35.5,"68Italian","Italian","[ʉ]",5,1,767.3,"different","different"
35.5,"68Italian","Italian","[y]",0,1,541.7,"same","same"
35.5,"68Italian","Italian","[u]",8,1,582.6,"different","different"
35.5,"68Italian","Italian","[u]",5,1,770.3,"different","different"
35.5,"68Italian","Italian","[u]",3,1,579.7,"different","different"
21.5,"43Italian","Italian","[ʉ]",5,1,536.6,"different","different"
21.5,"43Italian","Italian","[ʉ]",0,1,486.8,"same","same"
21.5,"43Italian","Italian","[u]",7,1,433.6,"different","different"
21.5,"43Italian","Italian","[ʉ]",2,0,441,"different","same"
21.5,"43Italian","Italian","[y]",8,1,976.2,"different","different"
21.5,"43Italian","Italian","[u]",8,1,1048,"different","different"
21.5,"43Italian","Italian","[ʉ]",4,0,512.6,"different","same"
21.5,"43Italian","Italian","[y]",0,1,313.5,"same","same"
21.5,"43Italian","Italian","[y]",0,1,217.1,"same","same"
21.5,"43Italian","Italian","[y]",4,1,547.3,"different","different"
21.5,"43Italian","Italian","[ʉ]",1,0,417.8,"different","same"
21.5,"43Italian","Italian","[y]",2,0,474.3,"different","same"
21.5,"43Italian","Italian","[y]",7,1,430.6,"different","different"
21.5,"43Italian","Italian","[y]",3,1,778.2,"different","different"
21.5,"43Italian","Italian","[u]",5,1,456.1,"different","different"
21.5,"43Italian","Italian","[ʉ]",3,1,775.8,"different","different"
21.5,"43Italian","Italian","[u]",6,1,548.2,"different","different"
21.5,"43Italian","Italian","[y]",5,0,523.1,"different","same"
21.5,"43Italian","Italian","[u]",0,1,303.5,"same","same"
21.5,"43Italian","Italian","[u]",0,1,419,"same","same"
21.5,"43Italian","Italian","[i]",0,1,407.4,"same","same"
21.5,"43Italian","Italian","[ʉ]",6,1,1217.4,"different","different"
21.5,"43Italian","Italian","[y]",1,0,447.8,"different","same"
21.5,"43Italian","Italian","[i]",0,1,194.5,"same","same"
21.5,"43Italian","Italian","[u]",3,1,480.2,"different","different"
21.5,"43Italian","Italian","[u]",1,1,437.8,"different","same"
21.5,"43Italian","Italian","[u]",2,0,423.7,"different","same"
21.5,"43Italian","Italian","[y]",6,1,590.2,"different","different"
21.5,"43Italian","Italian","[u]",4,1,1086.2,"different","different"
21.5,"43Italian","Italian","[ʉ]",0,1,443.7,"same","same"
21.5,"86Italian","Italian","[y]",7,1,1150.5,"different","different"
21.5,"86Italian","Italian","[y]",1,0,356.5,"different","same"
21.5,"86Italian","Italian","[u]",2,0,688,"different","different"
21.5,"86Italian","Italian","[ʉ]",2,0,575.4,"different","same"
21.5,"86Italian","Italian","[u]",6,1,523.1,"different","different"
21.5,"86Italian","Italian","[ʉ]",3,0,486,"different","same"
21.5,"86Italian","Italian","[ʉ]",0,1,440.1,"same","same"
21.5,"86Italian","Italian","[u]",5,1,488.5,"different","different"
21.5,"86Italian","Italian","[ʉ]",4,1,543.4,"different","different"
21.5,"86Italian","Italian","[i]",0,1,406.1,"same","same"
21.5,"86Italian","Italian","[u]",1,1,469.7,"different","same"
21.5,"86Italian","Italian","[y]",4,1,525.9,"different","different"
21.5,"86Italian","Italian","[y]",0,1,197.6,"same","same"
21.5,"86Italian","Italian","[y]",3,1,1160.6,"different","different"
21.5,"86Italian","Italian","[ʉ]",5,1,652.2,"different","different"
21.5,"86Italian","Italian","[u]",7,0,782.6,"different","different"
21.5,"86Italian","Italian","[u]",3,1,577.1,"different","different"
21.5,"86Italian","Italian","[u]",8,1,339.6,"different","different"
21.5,"86Italian","Italian","[u]",0,1,1051,"same","same"
21.5,"86Italian","Italian","[y]",2,0,227.3,"different","same"
21.5,"86Italian","Italian","[y]",0,1,716,"same","same"
21.5,"86Italian","Italian","[i]",0,1,1050,"same","same"
21.5,"86Italian","Italian","[y]",5,1,752.6,"different","different"
21.5,"86Italian","Italian","[u]",0,1,715.3,"same","same"
21.5,"86Italian","Italian","[ʉ]",0,1,729.9,"same","same"
21.5,"86Italian","Italian","[ʉ]",6,1,1237.2,"different","different"
21.5,"86Italian","Italian","[y]",8,1,899.2,"different","different"
21.5,"86Italian","Italian","[ʉ]",1,0,734.7,"different","same"
21.5,"86Italian","Italian","[u]",4,1,765.1,"different","different"
21.5,"86Italian","Italian","[y]",6,1,620.5,"different","different"
35.5,"23Italian","Italian","[y]",0,1,591.6,"same","same"
35.5,"23Italian","Italian","[ʉ]",6,1,499.4,"different","different"
35.5,"23Italian","Italian","[u]",8,1,520.7,"different","different"
35.5,"23Italian","Italian","[u]",3,1,518.2,"different","different"
35.5,"23Italian","Italian","[y]",7,1,698.9,"different","different"
35.5,"23Italian","Italian","[y]",2,1,521.6,"different","different"
35.5,"23Italian","Italian","[ʉ]",2,0,505.9,"different","same"
35.5,"23Italian","Italian","[ʉ]",0,1,644.1,"same","same"
35.5,"23Italian","Italian","[y]",8,1,654,"different","different"
35.5,"23Italian","Italian","[u]",5,1,862.9,"different","different"
35.5,"23Italian","Italian","[u]",2,0,467.7,"different","same"
35.5,"23Italian","Italian","[u]",6,1,612.2,"different","different"
35.5,"23Italian","Italian","[ʉ]",3,0,647.9,"different","same"
35.5,"23Italian","Italian","[u]",0,1,474.6,"same","same"
35.5,"23Italian","Italian","[y]",4,1,494.7,"different","different"
35.5,"23Italian","Italian","[ʉ]",0,1,531.6,"same","same"
35.5,"23Italian","Italian","[i]",0,1,436.8,"same","same"
35.5,"23Italian","Italian","[ʉ]",4,1,506.8,"different","different"
35.5,"23Italian","Italian","[y]",3,0,470.9,"different","same"
35.5,"23Italian","Italian","[y]",0,1,486.6,"same","same"
35.5,"23Italian","Italian","[y]",1,0,512.1,"different","same"
35.5,"23Italian","Italian","[ʉ]",5,1,574.4,"different","different"
35.5,"23Italian","Italian","[i]",0,1,442,"same","same"
35.5,"23Italian","Italian","[y]",5,1,483.6,"different","different"
35.5,"23Italian","Italian","[u]",4,1,485,"different","different"
35.5,"23Italian","Italian","[y]",6,1,378.9,"different","different"
35.5,"23Italian","Italian","[ʉ]",1,0,621.1,"different","same"
35.5,"23Italian","Italian","[u]",7,1,440.7,"different","different"
35.5,"23Italian","Italian","[u]",0,1,536.6,"same","same"
35.5,"23Italian","Italian","[u]",1,0,519.4,"different","same"
35.5,"22Italian","Italian","[u]",4,1,438.2,"different","different"
35.5,"22Italian","Italian","[y]",2,0,452.6,"different","same"
35.5,"22Italian","Italian","[u]",2,0,657,"different","different"
35.5,"22Italian","Italian","[ʉ]",4,0,450,"different","same"
35.5,"22Italian","Italian","[ʉ]",5,1,503.6,"different","different"
35.5,"22Italian","Italian","[u]",0,1,586.5,"same","same"
35.5,"22Italian","Italian","[y]",4,0,430.5,"different","same"
35.5,"22Italian","Italian","[y]",0,1,734.5,"same","same"
35.5,"22Italian","Italian","[ʉ]",0,1,597.5,"same","same"
35.5,"22Italian","Italian","[u]",5,1,456.8,"different","different"
35.5,"22Italian","Italian","[y]",6,0,728.1,"different","same"
35.5,"22Italian","Italian","[ʉ]",3,1,469,"different","different"
35.5,"22Italian","Italian","[y]",8,1,589.5,"different","different"
35.5,"22Italian","Italian","[y]",1,0,367,"different","same"
35.5,"22Italian","Italian","[i]",0,1,426.6,"same","same"
35.5,"22Italian","Italian","[u]",7,1,732.9,"different","different"
35.5,"22Italian","Italian","[u]",6,1,514.9,"different","different"
35.5,"22Italian","Italian","[ʉ]",0,1,451.8,"same","same"
35.5,"22Italian","Italian","[ʉ]",2,0,435.6,"different","same"
35.5,"22Italian","Italian","[y]",3,0,469.2,"different","same"
35.5,"22Italian","Italian","[ʉ]",1,0,615.9,"different","same"
35.5,"22Italian","Italian","[u]",3,0,489.7,"different","different"
35.5,"22Italian","Italian","[y]",0,1,419.1,"same","same"
35.5,"22Italian","Italian","[i]",0,1,558.4,"same","same"
35.5,"22Italian","Italian","[ʉ]",6,1,595.5,"different","different"
35.5,"22Italian","Italian","[u]",8,1,530.8,"different","different"
35.5,"22Italian","Italian","[y]",5,1,805,"different","different"
35.5,"22Italian","Italian","[y]",7,1,528.7,"different","different"
35.5,"22Italian","Italian","[u]",1,0,414.5,"different","same"
35.5,"22Italian","Italian","[u]",0,1,435.4,"same","same"
21.5,"34Italian","Italian","[ʉ]",3,1,798.7,"different","different"
21.5,"34Italian","Italian","[u]",6,1,609.7,"different","different"
21.5,"34Italian","Italian","[y]",7,1,614.2,"different","different"
21.5,"34Italian","Italian","[u]",8,1,616.4,"different","different"
21.5,"34Italian","Italian","[u]",2,0,677.2,"different","same"
21.5,"34Italian","Italian","[u]",1,0,692.5,"different","same"
21.5,"34Italian","Italian","[ʉ]",0,1,566.2,"same","same"
21.5,"34Italian","Italian","[u]",7,1,605,"different","different"
21.5,"34Italian","Italian","[u]",0,1,332.2,"same","same"
21.5,"34Italian","Italian","[y]",2,0,517.2,"different","same"
21.5,"34Italian","Italian","[ʉ]",4,0,1052.7,"different","same"
21.5,"34Italian","Italian","[u]",0,1,640.9,"same","same"
21.5,"34Italian","Italian","[i]",0,1,586.5,"same","same"
21.5,"34Italian","Italian","[y]",8,1,608.5,"different","different"
21.5,"34Italian","Italian","[y]",6,1,655.7,"different","different"
21.5,"34Italian","Italian","[i]",0,1,444.6,"same","same"
21.5,"34Italian","Italian","[u]",4,1,466,"different","different"
21.5,"34Italian","Italian","[ʉ]",1,0,549.4,"different","same"
21.5,"34Italian","Italian","[ʉ]",5,1,616.1,"different","different"
21.5,"34Italian","Italian","[u]",5,1,561.6,"different","different"
21.5,"34Italian","Italian","[y]",0,1,643.9,"same","same"
21.5,"34Italian","Italian","[y]",5,1,714.6,"different","different"
21.5,"34Italian","Italian","[y]",1,0,474.1,"different","same"
21.5,"34Italian","Italian","[u]",3,0,476.4,"different","different"
21.5,"34Italian","Italian","[y]",0,1,565.1,"same","same"
21.5,"34Italian","Italian","[y]",4,1,532.7,"different","different"
21.5,"34Italian","Italian","[ʉ]",0,1,562.8,"same","same"
21.5,"34Italian","Italian","[y]",3,0,454.4,"different","same"
21.5,"34Italian","Italian","[ʉ]",2,0,513.7,"different","same"
21.5,"34Italian","Italian","[ʉ]",6,1,642.4,"different","different"
21.5,"35Italian","Italian","[u]",6,1,528.1,"different","different"
21.5,"35Italian","Italian","[y]",3,1,768.9,"different","different"
21.5,"35Italian","Italian","[u]",5,1,515.9,"different","different"
21.5,"35Italian","Italian","[i]",0,1,444.8,"same","same"
21.5,"35Italian","Italian","[y]",4,0,472,"different","same"
21.5,"35Italian","Italian","[y]",1,0,495.6,"different","same"
21.5,"35Italian","Italian","[y]",2,0,804,"different","same"
21.5,"35Italian","Italian","[ʉ]",0,1,446.3,"same","same"
21.5,"35Italian","Italian","[u]",0,1,463.3,"same","same"
21.5,"35Italian","Italian","[ʉ]",2,0,537.7,"different","same"
21.5,"35Italian","Italian","[u]",3,0,546.6,"different","different"
21.5,"35Italian","Italian","[u]",7,1,542.1,"different","different"
21.5,"35Italian","Italian","[i]",0,1,446.3,"same","same"
21.5,"35Italian","Italian","[ʉ]",5,0,567.4,"different","same"
21.5,"35Italian","Italian","[y]",6,1,621.7,"different","different"
21.5,"35Italian","Italian","[u]",0,1,553.4,"same","same"
21.5,"35Italian","Italian","[ʉ]",1,0,427.5,"different","same"
21.5,"35Italian","Italian","[y]",0,1,457.8,"same","same"
21.5,"35Italian","Italian","[ʉ]",4,0,492.6,"different","same"
21.5,"35Italian","Italian","[u]",2,1,466.9,"different","different"
21.5,"35Italian","Italian","[u]",1,0,375.6,"different","same"
21.5,"35Italian","Italian","[y]",8,1,528.6,"different","different"
21.5,"35Italian","Italian","[u]",4,1,498.9,"different","different"
21.5,"35Italian","Italian","[ʉ]",0,1,708.1,"same","same"
21.5,"35Italian","Italian","[ʉ]",6,1,1044.6,"different","different"
21.5,"35Italian","Italian","[y]",7,1,798,"different","different"
21.5,"35Italian","Italian","[u]",8,1,273.3,"different","different"
21.5,"35Italian","Italian","[ʉ]",3,0,505.8,"different","same"
21.5,"35Italian","Italian","[y]",0,1,456.2,"same","same"
21.5,"35Italian","Italian","[y]",5,0,568.8,"different","same"
21.5,"25Italian","Italian","[u]",3,0,491,"different","different"
21.5,"25Italian","Italian","[y]",2,0,675,"different","same"
21.5,"25Italian","Italian","[u]",2,0,643,"different","same"
21.5,"25Italian","Italian","[ʉ]",6,1,586,"different","different"
21.5,"25Italian","Italian","[y]",1,0,514,"different","same"
21.5,"25Italian","Italian","[i]",0,1,455,"same","same"
21.5,"25Italian","Italian","[ʉ]",4,1,299,"different","different"
21.5,"25Italian","Italian","[y]",0,1,545,"same","same"
21.5,"25Italian","Italian","[ʉ]",3,1,653,"different","different"
21.5,"25Italian","Italian","[ʉ]",2,0,526,"different","same"
21.5,"25Italian","Italian","[i]",0,1,1108,"same","same"
21.5,"25Italian","Italian","[u]",1,0,439,"different","different"
21.5,"25Italian","Italian","[u]",8,1,497,"different","different"
21.5,"25Italian","Italian","[u]",4,1,497,"different","different"
21.5,"25Italian","Italian","[u]",6,1,290,"different","different"
21.5,"25Italian","Italian","[ʉ]",0,1,496,"same","same"
21.5,"25Italian","Italian","[y]",6,0,779,"different","same"
21.5,"25Italian","Italian","[ʉ]",1,0,726,"different","same"
21.5,"25Italian","Italian","[y]",8,1,574,"different","different"
21.5,"25Italian","Italian","[u]",5,1,527,"different","different"
21.5,"25Italian","Italian","[u]",0,1,364,"same","same"
21.5,"25Italian","Italian","[ʉ]",5,1,559,"different","different"
21.5,"25Italian","Italian","[y]",0,1,498,"same","same"
21.5,"25Italian","Italian","[u]",0,1,523,"same","same"
21.5,"25Italian","Italian","[u]",7,1,538,"different","different"
21.5,"25Italian","Italian","[y]",5,0,787,"different","same"
21.5,"25Italian","Italian","[y]",7,1,565,"different","different"
21.5,"25Italian","Italian","[ʉ]",0,1,540,"same","same"
21.5,"25Italian","Italian","[y]",3,0,807,"different","same"
21.5,"25Italian","Italian","[y]",4,0,532,"different","same"
21.5,"19Italian","Italian","[u]",1,1,544.7,"different","different"
21.5,"19Italian","Italian","[ʉ]",5,1,591.6,"different","different"
21.5,"19Italian","Italian","[y]",6,1,511.6,"different","different"
21.5,"19Italian","Italian","[ʉ]",1,0,484,"different","same"
21.5,"19Italian","Italian","[u]",7,1,600.4,"different","different"
21.5,"19Italian","Italian","[u]",4,1,675.4,"different","different"
21.5,"19Italian","Italian","[i]",0,1,1107,"same","same"
21.5,"19Italian","Italian","[u]",3,0,509.7,"different","different"
21.5,"19Italian","Italian","[y]",3,0,542,"different","same"
21.5,"19Italian","Italian","[u]",5,1,525.5,"different","different"
21.5,"19Italian","Italian","[y]",5,1,772.5,"different","different"
21.5,"19Italian","Italian","[ʉ]",0,1,686.3,"same","same"
21.5,"19Italian","Italian","[ʉ]",6,1,586.4,"different","different"
21.5,"19Italian","Italian","[y]",1,0,409.5,"different","same"
21.5,"19Italian","Italian","[ʉ]",2,0,633.4,"different","same"
21.5,"19Italian","Italian","[y]",4,1,611.5,"different","different"
21.5,"19Italian","Italian","[y]",2,0,1002.6,"different","same"
21.5,"19Italian","Italian","[y]",8,1,737.9,"different","different"
21.5,"19Italian","Italian","[ʉ]",4,1,346.2,"different","different"
21.5,"19Italian","Italian","[y]",0,1,199.3,"same","same"
21.5,"19Italian","Italian","[ʉ]",0,1,657.1,"same","same"
21.5,"19Italian","Italian","[y]",0,1,689,"same","different"
21.5,"19Italian","Italian","[i]",0,1,480.3,"same","same"
21.5,"19Italian","Italian","[ʉ]",3,1,258.8,"different","different"
21.5,"19Italian","Italian","[u]",0,1,516.5,"same","same"
21.5,"19Italian","Italian","[y]",7,1,1024.1,"different","different"
21.5,"19Italian","Italian","[u]",0,1,752.6,"same","same"
21.5,"19Italian","Italian","[u]",6,1,1005.8,"different","different"
21.5,"19Italian","Italian","[u]",8,1,782.7,"different","different"
21.5,"19Italian","Italian","[u]",2,0,661.6,"different","same"
35.5,"18Italian","Italian","[ʉ]",6,1,577.6,"different","different"
35.5,"18Italian","Italian","[ʉ]",1,0,520.1,"different","same"
35.5,"18Italian","Italian","[y]",0,1,566.2,"same","same"
35.5,"18Italian","Italian","[y]",0,1,537.1,"same","same"
35.5,"18Italian","Italian","[ʉ]",2,0,466.6,"different","same"
35.5,"18Italian","Italian","[u]",6,1,525.9,"different","different"
35.5,"18Italian","Italian","[ʉ]",0,1,693.3,"same","same"
35.5,"18Italian","Italian","[u]",0,1,566.5,"same","same"
35.5,"18Italian","Italian","[y]",2,0,1147.9,"different","same"
35.5,"18Italian","Italian","[y]",5,1,715.3,"different","different"
35.5,"18Italian","Italian","[u]",2,0,536.5,"different","same"
35.5,"18Italian","Italian","[u]",5,1,515.7,"different","different"
35.5,"18Italian","Italian","[u]",1,1,623.6,"different","different"
35.5,"18Italian","Italian","[y]",4,0,486.3,"different","same"
35.5,"18Italian","Italian","[y]",8,1,697.4,"different","different"
35.5,"18Italian","Italian","[i]",0,1,435.2,"same","same"
35.5,"18Italian","Italian","[u]",0,1,485.3,"same","same"
35.5,"18Italian","Italian","[y]",3,0,565.8,"different","same"
35.5,"18Italian","Italian","[y]",6,0,795.3,"different","same"
35.5,"18Italian","Italian","[ʉ]",5,1,714.3,"different","different"
35.5,"18Italian","Italian","[y]",7,1,749.6,"different","different"
35.5,"18Italian","Italian","[u]",3,1,744,"different","different"
35.5,"18Italian","Italian","[ʉ]",0,1,1067.2,"same","same"
35.5,"18Italian","Italian","[y]",1,0,661.7,"different","same"
35.5,"18Italian","Italian","[u]",8,1,843.9,"different","different"
35.5,"18Italian","Italian","[ʉ]",4,1,651.4,"different","different"
35.5,"18Italian","Italian","[i]",0,1,333.8,"same","same"
35.5,"18Italian","Italian","[u]",7,1,906.7,"different","different"
35.5,"18Italian","Italian","[ʉ]",3,1,719.7,"different","different"
35.5,"18Italian","Italian","[u]",4,0,905.9,"different","different"
21.5,"26Italian","Italian","[u]",0,1,409.7,"same","same"
21.5,"26Italian","Italian","[u]",6,1,532,"different","different"
21.5,"26Italian","Italian","[y]",2,0,444.4,"different","same"
21.5,"26Italian","Italian","[y]",6,1,497.4,"different","different"
21.5,"26Italian","Italian","[ʉ]",5,1,538.5,"different","different"
21.5,"26Italian","Italian","[y]",1,0,851,"different","same"
21.5,"26Italian","Italian","[y]",8,0,952.4,"different","same"
21.5,"26Italian","Italian","[ʉ]",0,1,217.7,"same","same"
21.5,"26Italian","Italian","[u]",3,1,398.5,"different","different"
21.5,"26Italian","Italian","[y]",4,0,451.9,"different","same"
21.5,"26Italian","Italian","[ʉ]",1,0,409.5,"different","same"
21.5,"26Italian","Italian","[y]",7,0,514.4,"different","same"
21.5,"26Italian","Italian","[u]",2,0,379.3,"different","same"
21.5,"26Italian","Italian","[u]",8,1,322.5,"different","different"
21.5,"26Italian","Italian","[ʉ]",2,0,503.7,"different","same"
21.5,"26Italian","Italian","[u]",4,0,753.2,"different","different"
21.5,"26Italian","Italian","[y]",0,1,486.7,"same","different"
21.5,"26Italian","Italian","[u]",5,1,463.1,"different","different"
21.5,"26Italian","Italian","[y]",0,1,462.1,"same","same"
21.5,"26Italian","Italian","[ʉ]",0,1,694.5,"same","same"
21.5,"26Italian","Italian","[i]",0,1,248.9,"same","same"
21.5,"26Italian","Italian","[u]",1,0,298.1,"different","same"
21.5,"26Italian","Italian","[ʉ]",6,1,549.6,"different","different"
21.5,"26Italian","Italian","[ʉ]",4,1,471.3,"different","different"
21.5,"26Italian","Italian","[u]",7,1,413.6,"different","different"
21.5,"26Italian","Italian","[y]",3,0,191.2,"different","same"
21.5,"26Italian","Italian","[i]",0,1,422.1,"same","same"
21.5,"26Italian","Italian","[y]",5,1,875.1,"different","different"
21.5,"26Italian","Italian","[ʉ]",3,1,533.3,"different","different"
21.5,"26Italian","Italian","[u]",0,1,173.4,"same","same"
35.5,"17Italian","Italian","[ʉ]",1,0,720.9,"different","same"
35.5,"17Italian","Italian","[u]",6,1,966.5,"different","different"
35.5,"17Italian","Italian","[u]",0,1,962.3,"same","different"
35.5,"17Italian","Italian","[ʉ]",5,1,798,"different","different"
35.5,"17Italian","Italian","[ʉ]",2,1,577,"different","different"
35.5,"17Italian","Italian","[i]",0,1,557.6,"same","same"
35.5,"17Italian","Italian","[y]",6,1,907.6,"different","different"
35.5,"17Italian","Italian","[i]",0,1,572.2,"same","same"
35.5,"17Italian","Italian","[y]",0,1,538,"same","same"
35.5,"17Italian","Italian","[u]",5,1,654.6,"different","different"
35.5,"17Italian","Italian","[y]",4,1,1103.7,"different","different"
35.5,"17Italian","Italian","[y]",3,1,657.1,"different","different"
35.5,"17Italian","Italian","[u]",2,0,545.8,"different","same"
35.5,"17Italian","Italian","[ʉ]",0,1,622.7,"same","same"
35.5,"17Italian","Italian","[y]",5,1,732.5,"different","different"
35.5,"17Italian","Italian","[u]",0,1,565.2,"same","same"
35.5,"17Italian","Italian","[u]",4,0,767.8,"different","different"
35.5,"17Italian","Italian","[ʉ]",6,1,622.5,"different","different"
35.5,"17Italian","Italian","[u]",7,1,746.1,"different","different"
35.5,"17Italian","Italian","[y]",1,0,829.4,"different","same"
35.5,"17Italian","Italian","[y]",8,1,604.8,"different","different"
35.5,"17Italian","Italian","[y]",0,1,795.3,"same","same"
35.5,"17Italian","Italian","[ʉ]",3,1,572.6,"different","different"
35.5,"17Italian","Italian","[y]",2,1,696.1,"different","different"
35.5,"17Italian","Italian","[u]",8,1,596,"different","different"
35.5,"17Italian","Italian","[ʉ]",0,1,550,"same","same"
35.5,"17Italian","Italian","[ʉ]",4,1,612.9,"different","different"
35.5,"17Italian","Italian","[y]",7,1,598,"different","different"
35.5,"17Italian","Italian","[u]",1,0,666,"different","same"
35.5,"17Italian","Italian","[u]",3,1,561.3,"different","different"
21.5,"39Italian","Italian","[u]",3,1,759.8,"different","different"
21.5,"39Italian","Italian","[y]",3,0,479.6,"different","same"
21.5,"39Italian","Italian","[u]",2,0,442.9,"different","same"
21.5,"39Italian","Italian","[ʉ]",4,0,608.4,"different","same"
21.5,"39Italian","Italian","[u]",1,0,409.2,"different","same"
21.5,"39Italian","Italian","[ʉ]",5,1,740.4,"different","different"
21.5,"39Italian","Italian","[u]",5,0,495.5,"different","different"
21.5,"39Italian","Italian","[y]",4,0,482.3,"different","same"
21.5,"39Italian","Italian","[y]",1,0,503.4,"different","same"
21.5,"39Italian","Italian","[ʉ]",0,1,447.4,"same","same"
21.5,"39Italian","Italian","[i]",0,1,436.3,"same","same"
21.5,"39Italian","Italian","[ʉ]",0,1,443.4,"same","same"
21.5,"39Italian","Italian","[y]",6,1,464.5,"different","different"
21.5,"39Italian","Italian","[ʉ]",3,1,681.8,"different","different"
21.5,"39Italian","Italian","[y]",5,1,509.3,"different","different"
21.5,"39Italian","Italian","[ʉ]",1,0,440.8,"different","same"
21.5,"39Italian","Italian","[ʉ]",2,0,456.4,"different","same"
21.5,"39Italian","Italian","[y]",2,0,562.3,"different","same"
21.5,"39Italian","Italian","[u]",0,1,430.2,"same","same"
21.5,"39Italian","Italian","[u]",6,1,515.1,"different","different"
21.5,"39Italian","Italian","[y]",0,1,561.3,"same","same"
21.5,"39Italian","Italian","[y]",0,1,476.6,"same","same"
21.5,"39Italian","Italian","[u]",8,1,530.9,"different","different"
21.5,"39Italian","Italian","[y]",8,1,306,"different","different"
21.5,"39Italian","Italian","[u]",4,1,414.8,"different","different"
21.5,"39Italian","Italian","[y]",7,1,328.4,"different","different"
21.5,"39Italian","Italian","[u]",0,1,388.8,"same","same"
21.5,"39Italian","Italian","[ʉ]",6,1,520.5,"different","different"
21.5,"39Italian","Italian","[u]",7,1,739.5,"different","different"
21.5,"39Italian","Italian","[i]",0,1,384.9,"same","same"
21.5,"61Italian","Italian","[u]",3,1,1004.5,"different","different"
21.5,"61Italian","Italian","[u]",1,0,359.2,"different","different"
21.5,"61Italian","Italian","[u]",6,1,505.2,"different","different"
21.5,"61Italian","Italian","[ʉ]",2,0,720.2,"different","same"
21.5,"61Italian","Italian","[ʉ]",4,1,509.4,"different","different"
21.5,"61Italian","Italian","[y]",1,1,460.5,"different","different"
21.5,"61Italian","Italian","[ʉ]",0,1,517.8,"same","same"
21.5,"61Italian","Italian","[i]",0,1,579.8,"same","same"
21.5,"61Italian","Italian","[ʉ]",3,1,754.5,"different","different"
21.5,"61Italian","Italian","[y]",4,1,891.3,"different","different"
21.5,"61Italian","Italian","[ʉ]",6,0,614.8,"different","same"
21.5,"61Italian","Italian","[y]",8,1,750,"different","different"
21.5,"61Italian","Italian","[ʉ]",0,1,568.3,"same","same"
21.5,"61Italian","Italian","[ʉ]",1,1,462.6,"different","different"
21.5,"61Italian","Italian","[u]",5,1,524.6,"different","different"
21.5,"61Italian","Italian","[u]",0,1,413.9,"same","same"
21.5,"61Italian","Italian","[ʉ]",5,0,735.2,"different","same"
21.5,"61Italian","Italian","[y]",7,1,577.5,"different","different"
21.5,"61Italian","Italian","[u]",7,1,942,"different","different"
21.5,"61Italian","Italian","[u]",2,0,733.9,"different","same"
21.5,"61Italian","Italian","[y]",3,1,610.1,"different","different"
21.5,"61Italian","Italian","[i]",0,1,271.8,"same","same"
21.5,"61Italian","Italian","[y]",0,1,461.6,"same","same"
21.5,"61Italian","Italian","[u]",0,1,464.7,"same","same"
21.5,"61Italian","Italian","[y]",6,1,825.3,"different","different"
21.5,"61Italian","Italian","[y]",2,0,420.2,"different","same"
21.5,"61Italian","Italian","[y]",0,1,513.3,"same","same"
21.5,"61Italian","Italian","[u]",4,1,375.3,"different","different"
21.5,"61Italian","Italian","[y]",5,1,607,"different","different"
21.5,"61Italian","Italian","[u]",8,1,527.7,"different","different"
21.5,"60Italian","Italian","[i]",0,1,915.6,"same","same"
21.5,"60Italian","Italian","[y]",2,0,550.5,"different","same"
21.5,"60Italian","Italian","[u]",6,1,578,"different","different"
21.5,"60Italian","Italian","[y]",5,1,662.8,"different","different"
21.5,"60Italian","Italian","[u]",0,1,462.4,"same","same"
21.5,"60Italian","Italian","[y]",4,0,715.3,"different","same"
21.5,"60Italian","Italian","[y]",0,1,730.5,"same","same"
21.5,"60Italian","Italian","[u]",1,0,676.3,"different","same"
21.5,"60Italian","Italian","[ʉ]",0,1,766.7,"same","same"
21.5,"60Italian","Italian","[y]",6,0,1098.6,"different","same"
21.5,"60Italian","Italian","[u]",8,1,558.3,"different","different"
21.5,"60Italian","Italian","[u]",7,1,572.2,"different","different"
